restaurant_id,restaurant_name,url,address,locality,city,city_id,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,average_cost_for_two,aggregate_rating,rating_text,votes,has_online_delivery,is_table_reservation_supported,establishment_types
16674609,Burger King,https://www.zomato.com/belfast-northern-ireland/burger-king-coleraine?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13 The Diamond, Coleraine BT52 1DE",Coleraine,Belfast,320,55.1311152000,-6.6721123000,BT52 1DE,215,"Coleraine, Belfast","American, Burger, Fast Food",0,0,Not rated,0,0,0,[]
16675450,Yankee Star Grillhouse,https://www.zomato.com/belfast-northern-ireland/yankee-star-grillhouse-coalisland?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Coalisland, Coalisland BT71",Dungannon and South Tyrone,Belfast,320,54.5398700000,-6.7022800000,BT71,215,"Dungannon and South Tyrone, Belfast",American,0,0,Not rated,1,0,0,[]
16674802,Fitzroy's,https://www.zomato.com/belfast-northern-ireland/fitzroys-derry?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2-4 Bridge St Central District, Derry BT48 6JZ",Derry,Belfast,320,54.9900000000,-7.3200000000,BT48 6JZ,215,"Derry, Belfast",American,12,0,Not rated,2,0,0,[]
16675054,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-2-craigavon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"West St Magowan Houses Portadown, Craigavon BT62",Craigavon,Belfast,320,54.4223788000,-6.4463221000,BT62,215,"Craigavon, Belfast","American, Fast Food",0,0,Not rated,1,0,0,[]
16675040,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-coleraine?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8 Riverside Park East, Coleraine BT51 3NA",Coleraine,Belfast,320,55.1214839000,-6.6737024000,BT51 3NA,215,"Coleraine, Belfast","American, Fast Food",0,0,Not rated,1,0,0,[]
16675502,Nandos,https://www.zomato.com/belfast-northern-ireland/nandos-1-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"24 Ormeau Avenue,, Belfast BT2 8HS",Belfast,Belfast,320,54.5935746722,-5.9299135208,BT2 8HS,215,"Belfast, Belfast",American,12,0,Not rated,1,0,0,[]
16675328,Springsteens Easy Diner,https://www.zomato.com/belfast-northern-ireland/springsteens-easy-diner-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"633 Lisburn Rd, Belfast BT9 7GT",Belfast,Belfast,320,54.5741000000,-5.9575300000,BT9 7GT,215,"Belfast, Belfast","American, Diner",0,0,Not rated,1,0,0,[]
16674587,Blue Chicago Grill,https://www.zomato.com/belfast-northern-ireland/blue-chicago-grill-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Old Dundonald Rd Eastpoint Entertainment Village, Belfast BT16 1XT",Castlereagh,Belfast,320,54.5871090000,-5.8182500000,BT16 1XT,215,"Castlereagh, Belfast",American,0,0,Not rated,0,0,0,[]
16675043,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-bangor?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bloomfield Shopping Centre, Bangor BT20 3BB",Bangor,Belfast,320,54.6565400000,-5.6752900000,BT20 3BB,215,"Bangor, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
17859113,Salt Bistro,https://www.zomato.com/belfast-northern-ireland/salt-bistro-1-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"St. Anne's Square, Belfast, Belfast",Belfast,Belfast,320,54.6032920000,-5.9275480000,,215,"Belfast, Belfast","American, Fish and Chips",30,0,Not rated,0,0,0,[]
16675053,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-cookstown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sweep Rd, Cookstown BT80",Cookstown,Belfast,320,54.6341745000,-6.7476612000,BT80,215,"Cookstown, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16674946,KFC,https://www.zomato.com/belfast-northern-ireland/kfc-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"801 Lisburn Rd, Belfast BT9 7GX",Belfast,Belfast,320,54.5698732000,-5.9648107000,BT9 7GX,215,"Belfast, Belfast",American,0,0,Not rated,0,0,0,[]
16675045,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-downpatrick?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Downe Retail Park, Downpatrick BT30",Down,Belfast,320,54.3288200000,-5.7157300000,BT30,215,"Down, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675145,Papa Jones New Orleans,https://www.zomato.com/belfast-northern-ireland/papa-jones-new-orleans-bangor?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"7 Hamilton Rd, Bangor BT20 4JP",Bangor,Belfast,320,54.6608017000,-5.6662598000,BT20 4JP,215,"Bangor, Belfast",American,0,0,Not rated,0,0,0,[]
16675049,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-ballymena?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Rd, Ballymena BT43",Ballymena,Belfast,320,54.8659886000,-6.2809589000,BT43,215,"Ballymena, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675050,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-dungannon-and-south-tyrone?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Oaks Rd, Dungannon and South Tyrone BT71",Dungannon and South Tyrone,Belfast,320,54.5112895000,-6.7651597000,BT71,215,"Dungannon and South Tyrone, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675051,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-1-londonderry?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Orchard St, Londonderry BT48",Derry,Belfast,320,54.9952405000,-7.3189799000,BT48,215,"Derry, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675052,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-7-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Saintfield Rd, Belfast BT7 3GP",Belfast,Belfast,320,54.5662656000,-5.9131301000,BT7 3GP,215,"Belfast, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675041,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-1-newtownabbey?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Antrim Rd, Newtownabbey BT36 7QT",Newtownabbey,Belfast,320,54.6695710000,-5.9571300000,BT36 7QT,215,"Newtownabbey, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16674777,Eds Bar and Grill,https://www.zomato.com/belfast-northern-ireland/eds-bar-and-grill-banbridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"26 Downshire Pl, Banbridge BT32 3DF",Banbridge,Belfast,320,54.3500126000,-6.2710016000,BT32 3DF,215,"Banbridge, Belfast",American,0,0,Not rated,0,0,0,[]
16675042,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-newtownhamilton?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Armagh Rd, Newtownhamilton BT60",Newry and Mourne,Belfast,320,54.2347550000,-6.5990475000,BT60,215,"Newry and Mourne, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675046,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-dundonald?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Dundonald, Dundonald BT16",Castlereagh,Belfast,320,54.5945830000,-5.7991900000,BT16,215,"Castlereagh, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675305,Slice of America,https://www.zomato.com/belfast-northern-ireland/slice-of-america-lurgan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lurgan, Lurgan BT66",Craigavon,Belfast,320,54.4648000000,-6.3360200000,BT66,215,"Craigavon, Belfast",American,0,0,Not rated,0,0,0,[]
16674668,Charlys,https://www.zomato.com/belfast-northern-ireland/charlys-coleraine?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"34 Newbridge Rd, Coleraine BT52 1TP",Coleraine,Belfast,320,55.1166885000,-6.6323291000,BT52 1TP,215,"Coleraine, Belfast",American,0,0,Not rated,0,0,0,[]
16674747,Diner,https://www.zomato.com/belfast-northern-ireland/diner-magherafelt?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Queen St, Magherafelt BT45",Magherafelt,Belfast,320,54.7546026000,-6.6089404000,BT45,215,"Magherafelt, Belfast","American, Diner",0,0,Not rated,0,0,0,[]
16675310,Solomon Grundys,https://www.zomato.com/belfast-northern-ireland/solomon-grundys-ballymena?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Wellington St, Ballymena BT43",Ballymena,Belfast,320,54.8652513000,-6.2760344000,BT43,215,"Ballymena, Belfast",American,0,0,Not rated,0,0,0,[]
16675245,Rock Steady Diner,https://www.zomato.com/belfast-northern-ireland/rock-steady-diner-crossgar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Crossgar, Crossgar BT30",Down,Belfast,320,54.3969400000,-5.7623200000,BT30,215,"Down, Belfast","American, Diner",0,0,Not rated,0,0,0,[]
16675044,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-newtownards?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Circular Rd, Newtownards BT23",Ards,Belfast,320,54.5905330000,-5.7057492000,BT23,215,"Ards, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675300,Sizzlin Sausage Diner,https://www.zomato.com/belfast-northern-ireland/sizzlin-sausage-diner-ballymoney?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"109 Newbridge Rd, Ballymoney BT53 6QN",Ballymoney,Belfast,320,55.0833420000,-6.5498832000,BT53 6QN,215,"Ballymoney, Belfast","American, Diner",0,0,Not rated,0,0,0,[]
16674605,Brownes Bar & Grill,https://www.zomato.com/belfast-northern-ireland/brownes-bar-grill-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"91-93 Boucher Rd, Belfast BT12",Belfast,Belfast,320,54.5752086000,-5.9660700000,BT12,215,"Belfast, Belfast",American,0,0,Not rated,0,0,0,[]
16675309,Soda Joes,https://www.zomato.com/belfast-northern-ireland/soda-joes-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2 Queens Quay, Belfast BT3 9DT",Belfast,Belfast,320,54.6038173000,-5.9126616000,BT3 9DT,215,"Belfast, Belfast",American,0,0,Not rated,0,0,0,[]
16675038,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-londonderry?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"200 Strand Rd, Londonderry BT48 7PU",Derry,Belfast,320,55.0115510000,-7.3164787000,BT48 7PU,215,"Derry, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675047,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-6-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kennedy Way Industrial Estate, Belfast BT1",Belfast,Belfast,320,54.5974433000,-5.9340683000,BT1,215,"Belfast, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675039,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-5-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"375 Newtownards Rd, Belfast BT5 5DL",Belfast,Belfast,320,54.5981640000,-5.8919880000,BT5 5DL,215,"Belfast, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16674674,Chillis Grill and Bar,https://www.zomato.com/belfast-northern-ireland/chillis-grill-and-bar-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Victoria Sq, Belfast BT1",Belfast,Belfast,320,54.5985576000,-5.9242468000,BT1,215,"Belfast, Belfast",American,0,0,Not rated,0,0,0,[]
16674776,Eds Bar and Grill,https://www.zomato.com/belfast-northern-ireland/eds-bar-and-grill-lisburn?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"11 Lisburn Leisure Park, Lisburn BT28 1LP",Belfast,Belfast,320,54.5878300000,-5.9371910000,BT28 1LP,215,"Belfast, Belfast",American,0,0,Not rated,0,0,0,[]
16674943,Jukebox American Diner,https://www.zomato.com/belfast-northern-ireland/jukebox-american-diner-cookstown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"31 Chapel St, Cookstown BT80 8QB",Cookstown,Belfast,320,54.6403795000,-6.7442598000,BT80 8QB,215,"Cookstown, Belfast","American, Diner",0,0,Not rated,0,0,0,[]
16675048,McDonald's,https://www.zomato.com/belfast-northern-ireland/mcdonalds-2-newtownabbey?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Longwood Rd, Newtownabbey BT37 9UH",Newtownabbey,Belfast,320,54.6561241000,-5.9160105000,BT37 9UH,215,"Newtownabbey, Belfast","American, Fast Food",0,0,Not rated,0,0,0,[]
16675113,O'Briens Steakhouse,https://www.zomato.com/belfast-northern-ireland/obriens-steakhouse-londonderry?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"59 Strand Rd, Londonderry BT48 7BN",Derry,Belfast,320,55.0004344000,-7.3222317000,BT48 7BN,215,"Derry, Belfast","American, Steak",0,0,Not rated,0,0,0,[]
17859114,Truffles Restaurant,https://www.zomato.com/belfast-northern-ireland/truffles-restaurant-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"9 New Street, Belfast, Belfast",Belfast,Belfast,320,54.7496390000,-6.3207540000,,215,"Belfast, Belfast",American,30,0,Not rated,0,0,0,[]
16675543,Made In Belfast,https://www.zomato.com/belfast-northern-ireland/made-in-belfast-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"23 Talbot Street, Belfast BT1",Belfast,Belfast,320,54.6025913000,-5.9280402000,BT1,215,"Belfast, Belfast","Burger, Steak, Irish",20,3.8,Good,6,0,0,[]
16675561,Guapo Fresh Mexican,https://www.zomato.com/belfast-northern-ireland/guapo-fresh-mexican-londonderry?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"69 Strand Rd, Londonderry BT48 7BW",Derry,Belfast,320,55.0002015000,-7.3221852000,BT48 7BW,215,"Derry, Belfast","American, Mexican",5,0,Not rated,2,0,0,[]
16675444,Wolfes Burger Connoisseurs,https://www.zomato.com/belfast-northern-ireland/wolfes-burger-connoisseurs-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"111 Old Dundonald Rd, Belfast BT16 1XT",Castlereagh,Belfast,320,54.5871090000,-5.8182500000,BT16 1XT,215,"Castlereagh, Belfast",Burger,0,0,Not rated,1,0,0,[]
17859109,Raincheck,https://www.zomato.com/belfast-northern-ireland/raincheck-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"ARC Retail Units Queens Road Titanic Quarter, Belfast, Belfast",Belfast,Belfast,320,54.6044630000,-5.9128980000,,215,"Belfast, Belfast","American, British",60,0,Not rated,1,0,0,[]
17859115,Town Square,https://www.zomato.com/belfast-northern-ireland/town-square-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"45 Botanic Avenue, Belfast, Belfast",Belfast,Belfast,320,54.5859074000,-5.9321738000,,215,"Belfast, Belfast","American, Coffee and Tea, Desserts",30,0,Not rated,1,0,0,[]
16674803,Flamin Jacks,https://www.zomato.com/belfast-northern-ireland/flamin-jacks-londonderry?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Strand Rd, Londonderry BT48",Derry,Belfast,320,55.0058243000,-7.3208806000,BT48,215,"Derry, Belfast","American, British",0,0,Not rated,1,0,0,[]
16674612,Burger King,https://www.zomato.com/belfast-northern-ireland/burger-king-2-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"56 Donegall Pl Cleaver House, Belfast BT1 5BB",Belfast,Belfast,320,54.5986790000,-5.9302100000,BT1 5BB,215,"Belfast, Belfast",Burger,0,0,Not rated,1,0,0,[]
16675557,The Spinning Mill,https://www.zomato.com/belfast-northern-ireland/the-spinning-mill-ballymena?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"17-21 Broughshane St, Ballymena BT43 6EB",Ballymena,Belfast,320,54.8665667000,-6.2735057000,BT43 6EB,215,"Ballymena, Belfast","Burger, Bar Food",5,0,Not rated,1,0,0,[]
16675552,Le Coop,https://www.zomato.com/belfast-northern-ireland/le-coop-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"38 Hill St, Belfast BT1 2LB",Belfast,Belfast,320,54.6012857000,-5.9266182000,BT1 2LB,215,"Belfast, Belfast","American, Fast Food, French",5,0,Not rated,0,0,0,[]
16675498,Cabaret Supper Club,https://www.zomato.com/belfast-northern-ireland/cabaret-supper-club-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"44 Upper Arthur St, Belfast BT1",Belfast,Belfast,320,54.5971083000,-5.9277150000,BT1,215,"Belfast, Belfast","American, Irish",20,0,Not rated,1,0,0,[]
17859118,Seasons - The Balmoral Hotel,https://www.zomato.com/belfast-northern-ireland/seasons-the-balmoral-hotel-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Blacks Road, Dunmurry, Belfast, Belfast",Belfast,Belfast,320,54.5606250000,-5.9996260000,,215,"Belfast, Belfast","British, American",50,0,Not rated,1,0,0,[]
16675508,Mamma Mia,https://www.zomato.com/belfast-northern-ireland/mamma-mia-north-down?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13b Ashbury Ave, North Down BT19 6TZ",Bangor,Belfast,320,54.6512033000,-5.6322125000,BT19 6TZ,215,"Bangor, Belfast","Burger, Pizza",5,0,Not rated,0,0,0,[]
16674715,Country Fried Chicken,https://www.zomato.com/belfast-northern-ireland/country-fried-chicken-banbridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"79 Newry St, Banbridge BT32 3EA",Banbridge,Belfast,320,54.3477400000,-6.2715100000,BT32 3EA,215,"Banbridge, Belfast",Southern,0,0,Not rated,0,0,0,[]
16675418,Village Grill,https://www.zomato.com/belfast-northern-ireland/village-grill-dromara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6-8 Dromore St, Dromara BT25 2BJ",Banbridge,Belfast,320,54.3796072000,-6.0186445000,BT25 2BJ,215,"Banbridge, Belfast","American, Bar Food, British",0,0,Not rated,0,0,0,[]
16674611,Burger King,https://www.zomato.com/belfast-northern-ireland/burger-king-1-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4 Bradford Court Drumkeen Retail Park, Belfast BT8 6RB",Castlereagh,Belfast,320,54.5497510000,-5.8993400000,BT8 6RB,215,"Castlereagh, Belfast",Burger,0,0,Not rated,0,0,0,[]
16674616,Burger King,https://www.zomato.com/belfast-northern-ireland/burger-king-4-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Royal Ave, Belfast BT1 1FE",Belfast,Belfast,320,54.6015400000,-5.9312400000,BT1 1FE,215,"Belfast, Belfast",Burger,0,0,Not rated,0,0,0,[]
16675084,Mourne Seafood Bar,https://www.zomato.com/belfast-northern-ireland/mourne-seafood-bar-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"34-36 Bank St, Belfast BT1 1HL",Belfast,Belfast,320,54.5993650000,-5.9305930000,BT1 1HL,215,"Belfast, Belfast","Bar Food, Seafood",12,3.9,Good,27,0,0,[]
16675470,Crown Liquor Saloon,https://www.zomato.com/belfast-northern-ireland/crown-liquor-saloon-belfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"46 Great Victoria St, Belfast BT2 7BA",Belfast,Belfast,320,54.5946436000,-5.9343274000,BT2 7BA,215,"Belfast, Belfast",Bar Food,12,3.6,Good,20,0,0,[]
